ComuneCercaOLD,Comune_residenza_old_MANUALE,appoggio,Comune_residenza,Frequenza sinistri 2021,Costo Medio Totale 2021,Veicoli Anno 2021,Frequenza sinistri 2020,Costo Medio totale 2020,Veicoli Anno 2020,Frequenza sinistri 2019,Costo Medio totale 2019,Veicoli Anno 2019,Frequenza sinistri 2018,Costo Medio totale 2018,Veicoli Anno 2018,Regione,Provincia,Zona
Formignana,Formignana,,Tresignana,0.027395983,2818.979798,3613.668493,0.027294261,13673.31959,3553.860656,0.029639563,3705.783784,1248.331507,0.033647601,4234.659091,1307.671233,Emilia-Romagna,Ferrara,Nord-est
Agosta,,,Agosta,0.060142736,2549.9375,798.1013699,0.03082934,1826.038462,843.352459,0.039197373,2751.424242,841.8931507,0.048501678,2414.974359,804.0958904,Lazio,Roma,Centro
Ro,Ro,,Riva del Po,0.023366843,31787.47826,3937.20274,0.021810799,3366.440476,3851.303279,0.036889457,2200.87037,1463.832877,0.034873439,2796.690909,1577.131507,Emilia-Romagna,Ferrara,Nord-est
Migliaro,Migliaro,,Fiscaglia,0.030342931,4368.423729,3888.879452,0.023552629,4942.677419,3948.603825,0.042468403,7056.875,2448.879452,0.034732399,3422.92,2159.367123,,,
Arsoli,,,Arsoli,0.026493965,2761.166667,679.4,0.029849471,2657.952381,703.5300546,0.056514233,2340.375,707.7863014,0.042946229,2667.258065,721.8328767,Lazio,Roma,Centro
Bagnacavallo,,,Bagnacavallo,0.037777512,6504.957377,8073.586301,0.026788165,9385.675926,8063.262295,0.044460297,6439.983425,8142.09589,0.04360323,3452.126801,7958.126027,Emilia-Romagna,Ravenna,Nord-est
Bagnara di Romagna,,,Bagnara di Romagna,0.029234462,2809.264706,1163.010959,0.02776033,7339.375,1152.724044,0.033988348,2773.948718,1147.452055,0.047438051,3580.415094,1117.246575,Emilia-Romagna,Ravenna,Nord-est
Massa Lombarda,,,Massa Lombarda,0.041056626,3507.295337,4700.824658,0.036685139,7338.774566,4715.806011,0.051626681,3295.602459,4726.238356,0.048574792,4589.524887,4549.684932,Emilia-Romagna,Ravenna,Nord-est
Cesenatico,,,Cesenatico,0.036389065,3819.89154,12668.6411,0.031317481,3005.839901,12964.00546,0.04681832,2769.136066,13029.08767,0.047268422,3680.097002,11995.32329,Emilia-Romagna,Forlì-Cesena,Nord-est
Civitella di Romagna,,,Civitella di Romagna,0.035635632,2719.757143,1964.326027,0.031813316,5459.633333,1886.002732,0.037755613,2515.098592,1880.515068,0.047983185,2664.539326,1854.816438,Emilia-Romagna,Forlì-Cesena,Nord-est
Gabicce Mare,,,Gabicce Mare,0.042520969,2977.077586,2728.065753,0.026424686,5792.986301,2762.568306,0.05044675,2955.774648,2814.849315,0.046419756,4833.740157,2735.90411,Marche,Pesaro e Urbino,Centro
Belforte all'Isauro,,,Belforte all'Isauro,0.036849146,1694.166667,325.6520548,0.037076119,3272.25,323.6584699,0.030671238,4621.5,326.0383562,0.04106945,2614.076923,316.5369863,Marche,Pesaro e Urbino,Centro
Montemaggiore al Metauro,Montemaggiore al Metauro,,Colli al Metauro,0.037428529,3060.596774,6625.961644,0.030262762,6498.066327,6476.606557,0.047580898,2718.300971,6494.20274,0.042763624,3703.870849,6337.161644,Marche,Pesaro e Urbino,Centro
Piagge,Piagge,,Terre Roveresche,0.035791332,3529.632075,2961.610959,0.025526104,2600.236842,2977.344262,0.038527069,3503.619469,2933.00274,0.031454701,2293.808989,2829.465753,Marche,Pesaro e Urbino,Centro
Camporotondo di Fiastrone,,,Camporotondo di Fiastrone,0.042184746,5513.583333,284.4630137,0.041767313,34653.41667,287.3060109,0.04338365,1495.769231,299.6520548,0.035298441,2979.8,283.2986301,Marche,Macerata,Centro
Urbania,,,Urbania,0.034007452,2849.133333,3528.638356,0.024288386,4002.825581,3540.786885,0.040930817,2735.273973,3566.994521,0.036298825,4744.429688,3526.284932,Marche,Pesaro e Urbino,Centro
Coazzolo,,,Coazzolo,0.02500728,2395,159.9534247,0.006290605,2829,158.9672131,0.055028813,1336.777778,163.5506849,0.039424652,1288.333333,152.1890411,Piemonte,Asti,Nord-ovest
Fermignano,,,Fermignano,0.036084709,5596.093567,4738.849315,0.022180034,3919.980769,4688.901639,0.039710765,3074.05914,4683.868493,0.041129482,3205.724868,4595.243836,Marche,Pesaro e Urbino,Centro
Falconara Marittima,,,Falconara Marittima,0.052554757,3268.77187,11093.19178,0.043534429,4214.729839,11393.28142,0.063106906,3166.566116,11504.28767,0.065164702,3709.235209,10634.59178,Marche,Ancona,Centro
Loreto,,,Loreto,0.040450611,5231.613383,6650.084932,0.034793832,4738.614407,6782.811475,0.048095366,3166.35474,6798.991781,0.054799604,5769.247191,6496.39726,Marche,Ancona,Centro
Atrani,,,Atrani,0.075894424,2145.625,210.8191781,0.043882261,1844,227.8825137,0.047232377,2625.5,254.0630137,0.057364167,2461.857143,244.0547945,Campania,Salerno,Sud
Genga,,,Genga,0.035889691,3790.410256,1086.663014,0.019426653,2312.285714,1080.989071,0.035659377,2720.736842,1065.638356,0.025532235,2397.576923,1018.320548,Marche,Ancona,Centro
Numana,,,Numana,0.048226838,4009.819048,2177.210959,0.039985684,4195.804598,2175.778689,0.058832427,2841.830769,2209.665753,0.050481328,3632.075472,2099.786301,Marche,Ancona,Centro
Poggio San Marcello,,,Poggio San Marcello,0.028369546,5216.636364,387.739726,0.02059289,2366.25,388.4836066,0.027731539,3694.545455,396.660274,0.036241847,2009.307692,358.7013699,Marche,Ancona,Centro
Perano,,,Perano,0.022032249,1983.0625,726.2082192,0.022922784,1591.529412,741.6202186,0.027976903,2957.714286,750.6191781,0.031079952,4101,675.6767123,Abruzzo,Chieti,Sud
Santa Maria Nuova,,,Santa Maria Nuova,0.02879414,9456.746032,2187.945205,0.02765105,6176.83871,2242.229508,0.036887041,2391.024691,2195.893151,0.055960356,3112.949153,2108.635616,Marche,Ancona,Centro
Esanatoglia,,,Esanatoglia,0.040955197,2571.6,1098.761644,0.027013662,3068.1,1110.54918,0.036596156,2514.025,1093.010959,0.02544987,17345.28,982.3232877,Marche,Macerata,Centro
Cavaria con Premezzo,,,Cavaria con Premezzo,0.039351807,7667.466667,2668.238356,0.028336447,2616.303797,2787.928962,0.061020779,6532.293103,2851.487671,0.045038611,2777.283465,2819.80274,Lombardia,Varese,Nord-ovest
Senigallia,,,Senigallia,0.040464643,4644.636891,21302.54795,0.031353258,6310.642647,21688.33607,0.048174005,4807.035205,21816.74521,0.047443971,4415.840491,20613.78904,Marche,Ancona,Centro
Oltrona di San Mamette,,,Oltrona di San Mamette,0.038253503,2880,1071.79726,0.036030808,3012.763158,1054.653005,0.058366944,1952.619048,1079.378082,0.047539164,1929,1051.764384,Lombardia,Como,Nord-ovest
Valle di Maddaloni,,,Valle di Maddaloni,0.056586617,5123.461538,918.9452055,0.03701126,6354.352941,918.6393443,0.062999184,2442.209677,984.139726,0.055496131,2674.877193,1027.09863,Campania,Caserta,Sud
Fiordimonte,Fiordimonte,,Valfornace,0.020729321,2593.363636,530.6493151,0.013630632,2119.285714,513.5491803,0.03328202,3221.705882,510.7863014,0.030241297,1740.882353,562.1452055,Marche,Macerata,Centro
Monte San Giusto,,,Monte San Giusto,0.044891418,4905.852761,3630.983562,0.033774071,3595.178862,3641.846995,0.06250591,3086.469565,3679.652055,0.059401304,4909.20283,3568.945205,Marche,Macerata,Centro
Torrioni,,,Torrioni,0.043118724,2813.888889,208.7260274,0.038680018,2039,206.8251366,0.060841784,3658,197.2328767,0.052731187,2788.3,189.6410959,Campania,Avellino,Sud
Cazzago Brabbia,,,Cazzago Brabbia,0.033855133,24422.92308,383.9890411,0.02756628,1135.090909,399.0382514,0.036105487,1663.733333,415.4493151,0.048518846,2382.85,412.2109589,Lombardia,Varese,Nord-ovest
Acquaviva Picena,,,Acquaviva Picena,0.029926889,3981.949153,1971.471233,0.025712248,2166.942308,2022.382514,0.04674283,4295.915789,2032.39726,0.047328366,2764.054945,1922.736986,Marche,Ascoli Piceno,Centro
Castel di Lama,,,Castel di Lama,0.032371032,3264.933333,4633.772603,0.028602045,2651.060606,4615.054645,0.040185199,4394.591398,4628.569863,0.04565441,3156.381188,4424.545205,Marche,Ascoli Piceno,Centro
Castorano,,,Castorano,0.033451749,5208.214286,1255.539726,0.017361231,4918.636364,1267.191257,0.038041885,3230.916667,1261.767123,0.043886813,2600.735849,1207.652055,Marche,Ascoli Piceno,Centro
Montalto delle Marche,,,Montalto delle Marche,0.032042408,5883.487179,1217.136986,0.024682422,3261.933333,1215.439891,0.026224797,1805.875,1220.219178,0.036607409,1583.090909,1201.942466,Marche,Ascoli Piceno,Centro
Sillano,Sillano,,Sillano Giuncugnano,0.035463618,1905.238095,592.1561644,0.04396498,1796.307692,591.3797814,0.042189912,2337.857143,331.8328767,0.048567373,3114.555556,185.309589,,,
Buggiano,,,Buggiano,0.052237574,4298.879808,3981.808219,0.040689059,4472.370588,4178.027322,0.056039906,4598.078838,4300.506849,0.064363496,3519.946768,4086.167123,Toscana,Pistoia,Centro
Castellina Marittima,,,Castellina Marittima,0.038056511,3212.184211,998.5150685,0.033679219,2253.911765,1009.52459,0.051934706,4267.166667,1039.767123,0.043272203,2265.785714,970.6,Toscana,Pisa,Centro
Porto Azzurro,,,Porto Azzurro,0.041617021,2804.875,1922.290411,0.031605821,2669.981818,1740.185792,0.059322567,2290.226415,1786.841096,0.060442996,2710.411215,1770.263014,Toscana,Livorno,Centro
Pescia,,,Pescia,0.04190312,4799.787115,8519.652055,0.040726974,4282.771978,8937.565574,0.055135838,6956.124514,9322.430137,0.059964846,9555.829545,8805.158904,Toscana,Pistoia,Centro
Pieve a Nievole,,,Pieve a Nievole,0.050331355,5321.039604,4013.40274,0.048193469,4016.81,4149.939891,0.064614017,3514.35461,4364.378082,0.066815829,3458.693431,4100.824658,Toscana,Pistoia,Centro
Serravalle Pistoiese,,,Serravalle Pistoiese,0.053160946,4442.793919,5567.99726,0.043520791,3811.831276,5583.538251,0.066411711,3158.635638,5661.652055,0.06286995,3226.841945,5233.024658,Toscana,Pistoia,Centro
Uzzano,,,Uzzano,0.040983517,3645.796117,2513.205479,0.034579114,4596.380435,2660.565574,0.05423477,4672.973684,2802.630137,0.0676186,2857.813187,2691.567123,Toscana,Pistoia,Centro
Arnara,,,Arnara,0.04532062,3087.229167,1059.120548,0.023365679,4319.115385,1112.743169,0.038858051,3228.790698,1106.591781,0.048132808,2851.018519,1121.89589,Lazio,Frosinone,Centro
Vinci,,,Vinci,0.048771439,3545.531056,6602.224658,0.046624313,3449.513761,7013.508197,0.069135638,4682.955734,7188.767123,0.071826968,3950.558185,7058.630137,Toscana,Firenze,Centro
Chianciano Terme,,,Chianciano Terme,0.039055127,3725.118056,3687.09589,0.034840271,2143.369231,3731.314208,0.051807243,2627.112245,3783.254795,0.044164591,7851.787879,3736.024658,Toscana,Siena,Centro
Campo nell'Elba,,,Campo nell'Elba,0.04602628,2747.563025,2585.479452,0.030938123,2131.805195,2488.838798,0.054586082,1754.861314,2509.79726,0.045491977,6699.214286,2461.972603,Toscana,Livorno,Centro
Cetona,,,Cetona,0.0296788,4170.909091,1482.539726,0.021490027,1861.53125,1489.062842,0.040695209,2915.737705,1498.947945,0.03489163,2210.903846,1490.328767,Toscana,Siena,Centro
Briga Novarese,,,Briga Novarese,0.031726891,2785.272727,1733.545205,0.032210268,18201.41818,1707.530055,0.053875907,1780.795699,1726.189041,0.039033258,4473.123077,1665.246575,Piemonte,Novara,Nord-ovest
Arlena di Castro,,,Arlena di Castro,0.023855863,47759.55556,377.2657534,0.023547409,4986.777778,382.2076503,0.047159226,1266.684211,402.890411,0.027481177,1628.272727,400.2739726,Lazio,Viterbo,Centro
Castagneto Carducci,,,Castagneto Carducci,0.032757095,3749.509554,4792.854795,0.034934634,3057.49697,4723.106557,0.040723343,3306.80102,4812.964384,0.044378043,3882.862069,4574.334247,Toscana,Livorno,Centro
Celleno,,,Celleno,0.025477262,2036.888889,706.5123288,0.029313948,2608.333333,716.3825137,0.056144993,4281.575,712.4410959,0.042140423,2256.344828,688.1753425,Lazio,Viterbo,Centro
Marciana,,,Marciana,0.044339811,1894.24,1127.654795,0.039618185,15152.65909,1110.601093,0.042800397,2419.916667,1121.484932,0.05716452,11210.84127,1102.082192,Toscana,Livorno,Centro
Marciana Marina,,,Marciana Marina,0.032879831,3143.545455,1003.654795,0.029953436,3136.758621,968.1693989,0.037377967,1685.944444,963.1342466,0.040871774,4785.342105,929.7369863,Toscana,Livorno,Centro
Pisa,,,Pisa,0.048631015,5326.89593,35368.37534,0.041510702,5079.848774,35364.37432,0.059258668,3436.698649,36230.9863,0.062386783,5728.528182,35263.87945,Toscana,Pisa,Centro
San Vito Romano,,,San Vito Romano,0.042819807,1988.740741,1261.09863,0.036359518,1734.82,1375.155738,0.049990671,1829.724638,1380.257534,0.052777125,2599.527778,1364.227397,Lazio,Roma,Centro
Santa Luce,,,Santa Luce,0.042259908,3407.277778,851.8712329,0.027331967,2223.826087,841.5054645,0.031843944,3897.814815,847.8849315,0.047769258,4128,816.4246575,Toscana,Pisa,Centro
Giano dell'Umbria,,,Giano dell'Umbria,0.035215996,7841.702703,2101.317808,0.029944521,10702.80952,2103.89071,0.036875372,4467.961538,2115.232877,0.043533161,3842.467391,2113.331507,Umbria,Perugia,Centro
Vicopisano,,,Vicopisano,0.045909541,3201.352941,4073.227397,0.044028965,3429.946237,4224.491803,0.060391392,10173.63846,4305.249315,0.054719155,4289.360731,4002.254795,Toscana,Pisa,Centro
Anghiari,,,Anghiari,0.029686576,3196.98913,3099.043836,0.025305078,2718.410256,3082.385246,0.032533362,2401.212121,3043.030137,0.039909161,3829.769912,2831.430137,Toscana,Arezzo,Centro
Civitella in Val di Chiana,,,Civitella in Val di Chiana,0.038088492,9963.305882,4463.290411,0.027702207,8794.604839,4476.177596,0.047922478,3906.634259,4507.279452,0.051291471,3312.085202,4347.70137,Toscana,Arezzo,Centro
Santa Maria la Carità,,,Santa Maria la Carità,0.049156882,3847.298913,3743.117808,0.045495027,3512.517647,3736.672131,0.05912632,6089.109589,3703.934247,0.066358918,3065.835556,3390.652055,Campania,Napoli,Sud
Pieve Santo Stefano,,,Pieve Santo Stefano,0.025571645,7632,1759.761644,0.017155205,1763.066667,1748.740437,0.03076414,2585.148148,1755.290411,0.026972648,2508.954545,1631.282192,Toscana,Arezzo,Centro
Abbadia San Salvatore,,,Abbadia San Salvatore,0.036166703,2425.286885,3373.268493,0.031455154,2216.273585,3369.877049,0.045265135,2017.235294,3380.084932,0.056373131,1878.2,3370.4,Toscana,Siena,Centro
Fontanile,,,Fontanile,0.027460126,1934.857143,254.9150685,0.011297924,1804.666667,265.5355191,0.021404905,996.6666667,280.309589,0.026058134,1540,268.630137,Piemonte,Asti,Nord-ovest
Grana,,,Grana,0.026349986,2705.857143,265.6547945,0.025665171,1848.714286,272.7431694,0.024431058,1276.714286,286.5205479,0.025926452,955,269.9945205,Piemonte,Asti,Nord-ovest
Castellina in Chianti,,,Castellina in Chianti,0.028790138,2511.97619,1458.832877,0.028382772,2191.97561,1444.538251,0.045086236,4502.328358,1486.041096,0.038853354,8660.473684,1467.054795,Toscana,Siena,Centro
Castiglione della Pescaia,,,Castiglione della Pescaia,0.038518226,6576.510067,3868.29863,0.033582803,5212.427481,3900.806011,0.049924632,2345.127551,3925.917808,0.041946488,2145.152318,3599.824658,Toscana,Grosseto,Centro
Isola del Giglio,,,Isola del Giglio,0.044130284,3110.75,634.4849315,0.044295755,2250.642857,632.1147541,0.044662562,1952.785714,626.9232877,0.054683094,2911.794118,621.7643836,Toscana,Grosseto,Centro
Arpaia,,,Arpaia,0.071746668,3661.278689,850.2136986,0.042538354,4093.714286,822.7868852,0.091414851,2500.24,820.4356164,0.072016532,18406.45614,791.4849315,Campania,Benevento,Sud
Santa Fiora,,,Santa Fiora,0.033216108,1962.8,1354.764384,0.022599028,68510.35484,1371.740437,0.042617011,2665.12069,1360.958904,0.035175637,3109.630435,1307.723288,Toscana,Grosseto,Centro
Bolsena,,,Bolsena,0.030437582,2920.754098,2004.10137,0.026664321,3296.471698,1987.674863,0.037219022,2011.68,2015.09863,0.041170352,1801.52381,1530.227397,Lazio,Viterbo,Centro
Scarlino,,,Scarlino,0.034308259,4151.256757,2156.915068,0.036140061,4710.911392,2185.939891,0.048646848,3922.333333,2220.082192,0.034738885,1768.901408,2043.819178,Toscana,Grosseto,Centro
Villamagna,,,Villamagna,0.029189629,3305.970588,1164.79726,0.015815818,3288.166667,1138.101093,0.044682763,3424.528302,1186.139726,0.042365606,3054.416667,1132.994521,Abruzzo,Chieti,Sud
Semproniano,,,Semproniano,0.015898301,7318.428571,440.2986301,0.017534929,987,456.2322404,0.042823445,2199.315789,443.6821918,0.019651008,1699.888889,457.9917808,Toscana,Grosseto,Centro
Spello,,,Spello,0.030328405,3782.823944,4682.079452,0.02640834,3578.201613,4695.486339,0.036589645,2696.522989,4755.443836,0.040288626,2510.639175,4815.254795,Umbria,Perugia,Centro
Gualdo Tadino,,,Gualdo Tadino,0.037632769,5261.153374,8662.663014,0.033918817,2756.989691,8579.308743,0.047358386,3292.515892,8636.273973,0.045830239,4413.597403,8400.567123,Umbria,Perugia,Centro
Scontrone,,,Scontrone,0.019267653,1412.5,311.4027397,0.032229658,818.6,310.273224,0.023951927,2073.571429,292.2520548,0.0308332,3774.444444,291.8931507,Abruzzo,L'Aquila,Sud
Trevi,,,Trevi,0.03830795,4430.455172,3785.115068,0.030826376,3618.254237,3827.89071,0.045647225,4180.98895,3965.191781,0.036726296,3068.428571,4193.180822,Umbria,Perugia,Centro
Tuoro sul Trasimeno,,,Tuoro sul Trasimeno,0.042797279,2511.363636,2056.205479,0.035608309,23395.94444,2022,0.035560078,2125.694444,2024.742466,0.038039952,2513.725,2103.052055,Umbria,Perugia,Centro
Monterosi,,,Monterosi,0.04723443,3616.616162,2095.928767,0.045203054,2117.343434,2190.117486,0.067721408,11354.78146,2229.723288,0.067972668,3016.711409,2192.057534,Lazio,Viterbo,Centro
Villa San Giovanni in Tuscia,,,Villa San Giovanni in Tuscia,0.021312269,2402.714286,656.8986301,0.032803653,1777.058824,518.2349727,0.039349436,2769.363636,559.0931507,0.027992944,1666.4,535.8493151,Lazio,Viterbo,Centro
Frinco,,,Frinco,0.040727819,2258.266667,368.2986301,0.0218821,2319.875,365.5956284,0.051575891,2277.55,387.7780822,0.042031019,2047.1875,380.6712329,Piemonte,Asti,Nord-ovest
Villa Santa Maria,,,Villa Santa Maria,0.02033955,1905.416667,589.9835616,0.026991772,7150.625,592.773224,0.038172625,2133.173913,602.5260274,0.045627746,1598.185185,591.7452055,Abruzzo,Chieti,Sud
Vallerano,,,Vallerano,0.040868135,1798.545455,1345.791781,0.027648176,2417.710526,1374.412568,0.043674915,1730.6,1373.786301,0.044231429,6559.118644,1333.893151,Lazio,Viterbo,Centro
Vignanello,,,Vignanello,0.040581198,2241.121212,2439.553425,0.033082703,13283.81707,2478.636612,0.043489869,2852.333333,2483.336986,0.049078064,2847.172131,2485.835616,Lazio,Viterbo,Centro
Castelnuovo di Farfa,,,Castelnuovo di Farfa,0.032275972,2792.833333,557.690411,0.039458789,2858.772727,557.5437158,0.05350677,1572.633333,560.6767123,0.048110382,2236.2,519.6383562,Lazio,Rieti,Centro
Ventotene,,,Ventotene,0.016066909,1797.75,248.9589041,0.032371476,4717,247.1311475,0.044908505,5954.636364,244.9424658,0.052144003,1703.153846,249.309589,Lazio,Latina,Centro
Bojano,,,Bojano,0.036722627,19833.16514,2968.19726,0.025587107,2533.157895,2970.245902,0.058922634,26873.91713,3071.824658,0.082168791,3114.118483,2567.884932,Molise,Campobasso,Sud
Camigliano,,,Camigliano,0.032550881,2422.178571,860.1917808,0.041776462,4090.971429,837.7923497,0.032289016,4470,805.2273973,0.048528862,2329.756757,762.4328767,Campania,Caserta,Sud
Campolieto,,,Campolieto,0.021862997,1045.5,365.9150685,0.025068875,3422.777778,359.010929,0.047426147,2660.294118,358.4520548,0.020727869,1198.857143,337.709589,Molise,Campobasso,Sud
Lupara,,,Lupara,0.009694426,12933,206.3041096,0.005120815,3976,195.2814208,0.010243026,403.5,195.2547945,0.01661306,822,180.5808219,Molise,Campobasso,Sud
Prossedi,,,Prossedi,0.054587997,49422.16129,567.890411,0.029444752,2982.117647,577.352459,0.038460249,3237.363636,572.0191781,0.039358693,5348.545455,558.9616438,Lazio,Latina,Centro
Casalvieri,,,Casalvieri,0.021820868,3871.285714,1283.175342,0.017646874,3469.130435,1303.346995,0.025804275,1888.571429,1356.364384,0.018385501,1935.92,1359.767123,Lazio,Frosinone,Centro
Trivigliano,,,Trivigliano,0.041579894,3049.5,769.6027397,0.022791826,64578.77778,789.7568306,0.039337093,32142.32258,788.060274,0.036377071,3291.275862,797.2054795,Lazio,Frosinone,Centro
Aversa,,,Aversa,0.056997692,3703.334937,18228.80822,0.047146624,4915.971396,18537.91257,0.073487134,2804.405072,18778.79726,0.069792888,3038.211656,18683.85205,Campania,Caserta,Sud
Capriati a Volturno,,,Capriati a Volturno,0.028371306,5538.388889,634.4438356,0.015952787,1543.7,626.8497268,0.052058727,3783.28125,614.690411,0.037012217,7440.347826,621.4164384,Campania,Caserta,Sud
Casagiove,,,Casagiove,0.048128365,5438.549407,5256.775342,0.042479349,2861.676991,5320.23224,0.065159366,2828.088068,5402.139726,0.056975847,2472.084142,5423.350685,Campania,Caserta,Sud
Casal di Principe,,,Casal di Principe,0.063334452,10576.78571,6189.364384,0.054948455,5675.972727,6005.628415,0.078486325,4750.6625,6115.715068,0.079524964,6811.374732,5872.369863,Campania,Caserta,Sud
Bonito,,,Bonito,0.026244006,4584.09375,1219.326027,0.025159101,3677.290323,1232.15847,0.024025065,8968.466667,1248.69589,0.027732587,3351.941176,1225.994521,Campania,Avellino,Sud
Villetta Barrea,,,Villetta Barrea,0.033557047,2802,298,0.019716287,1804.333333,304.3169399,0.038257285,2703.666667,313.6657534,0.026309625,13528.75,304.0712329,Abruzzo,L'Aquila,Sud
Castelli,,,Castelli,0.026721819,3261.0625,598.7616438,0.034572877,3210.761905,607.4125683,0.022640072,3046.571429,618.3726027,0.043671315,2093.814815,618.2547945,Abruzzo,Teramo,Sud
Collegiove,,,Collegiove,0.032143486,5559,93.33150685,0.031289183,3978,95.87978142,0.032464645,4184.333333,92.40821918,0.034807209,6038.333333,86.1890411,Lazio,Rieti,Centro
Cottanello,,,Cottanello,0.0283586,1951.875,282.1013699,0.031042672,2643.222222,289.9234973,0.03121852,1974.555556,288.290411,0.038560164,3336.818182,285.2684932,Lazio,Rieti,Centro
Frasso Sabino,,,Frasso Sabino,0.051903244,5444.947368,366.0657534,0.054347423,6465.05,368.0027322,0.059888725,3587.272727,367.3479452,0.030534874,3473.090909,360.2438356,Lazio,Rieti,Centro
Nespolo,,,Nespolo,0.040037734,6997,124.8821918,0.029649432,1295.25,134.9098361,0.036609095,3058,136.5780822,0.029126601,818.5,137.3315068,Lazio,Rieti,Centro
Orvinio,,,Orvinio,0.055728463,6143.846154,233.2739726,0.040404784,9872.888889,222.7459016,0.06770711,5529.4,221.5424658,0.063987778,3179.571429,218.7917808,Lazio,Rieti,Centro
Vazzola,,,Vazzola,0.036051366,11734.62857,3883.347945,0.024074701,3665.868132,3779.901639,0.040766901,2367.870968,3802.10411,0.036165593,3485.328244,3622.227397,Veneto,Treviso,Nord-est
Camponogara,,,Camponogara,0.037180642,4581.050847,6347.389041,0.02910723,3656.793478,6321.453552,0.049053082,4563.821875,6523.545205,0.050793966,4339.498328,5886.526027,Veneto,Venezia,Nord-est
Fossò,,,Fossò,0.036704555,2680.738095,3432.816438,0.030353341,2309.586538,3426.311475,0.042399367,2981.204082,3467.032877,0.049682963,2936.863309,2797.739726,Veneto,Venezia,Nord-est
Grottolella,,,Grottolella,0.042100528,2206.225,950.1068493,0.04652977,19953.79545,945.6311475,0.048563209,2633.488889,926.6273973,0.046104986,2708.357143,910.9643836,Campania,Avellino,Sud
Spinea,,,Spinea,0.039006968,5505.837472,11356.94521,0.030513077,4430.673469,11241.08197,0.050410216,3562.135889,11386.58082,0.056080579,4320.366372,10074.78904,Veneto,Venezia,Nord-est
Vigonovo,,,Vigonovo,0.035385469,3882.761006,4493.369863,0.034710644,3188.464516,4465.489071,0.048417001,5304.371041,4564.512329,0.050785973,2873.228571,4135,Veneto,Venezia,Nord-est
Drenchia,,,Drenchia,0,0,51.18630137,0,0,53.93169399,0,0,48.98630137,0.019887757,19556,50.28219178,Friuli-Venezia Giulia,Udine,Nord-est
Montefusco,,,Montefusco,0.028175251,1885.368421,674.3506849,0.020302075,3706.5,689.5846995,0.049310801,14491.5,689.5041096,0.043696875,2927.862069,663.6630137,Campania,Avellino,Sud
Conselve,,,Conselve,0.03957283,4164.578947,4801.273973,0.034214896,15065.01786,4910.142077,0.047157957,8229.396624,5025.663014,0.043694666,3570.912621,4714.534247,Veneto,Padova,Nord-est
Este,,,Este,0.041552629,11981.66569,8206.460274,0.035771936,3508.1777,8023.04918,0.050113561,3402.5,8021.780822,0.053051753,3209.613861,7615.205479,Veneto,Padova,Nord-est
Frisa,,,Frisa,0.029783014,1545.461538,872.9808219,0.020219257,1547.722222,890.2404372,0.02810321,3109.92,889.5780822,0.038924092,2612.322581,796.4219178,Abruzzo,Chieti,Sud
Montegrotto Terme,,,Montegrotto Terme,0.036942738,2778.933962,5738.610959,0.032656068,3960.87766,5756.969945,0.047525158,3253.010714,5891.616438,0.048673205,4055.310861,5485.564384,Veneto,Padova,Nord-est
Pernumia,,,Pernumia,0.029432005,5181.155172,1970.643836,0.030762656,14522.98305,1917.909836,0.044216761,6914.788235,1922.347945,0.044287136,5017.316456,1783.813699,Veneto,Padova,Nord-est
Cassacco,,,Cassacco,0.027844042,18404.35417,1723.887671,0.021432743,2445.459459,1726.330601,0.038578458,5759.38806,1736.720548,0.036428312,2442.45283,1454.912329,Friuli-Venezia Giulia,Udine,Nord-est
Fiumicello,Fiumicello,,Fiumicello Villa Vicentina,0.025909678,2892.073684,3666.583562,0.023845563,5075.988372,3606.540984,0.034439019,4441.403226,3600.567123,0.040408658,2307.362903,3068.649315,Friuli-Venezia Giulia,Udine,Nord-est
Ravascletto,,,Ravascletto,0.032406357,2483.555556,277.7232877,0.021636321,7228.833333,277.3114754,0.035338768,1316.9,282.9753425,0.056629055,8142.454545,194.2465753,Friuli-Venezia Giulia,Udine,Nord-est
Resiutta,,,Resiutta,0,0,146.1041096,0.028092798,1437.5,142.3852459,0.028008518,1161.75,142.8136986,0.022058824,23555.66667,136,Friuli-Venezia Giulia,Udine,Nord-est
San Vito di Fagagna,,,San Vito di Fagagna,0.027495212,3950.192308,945.6191781,0.020659414,1377.526316,919.6775956,0.035432138,1884.205882,959.5808219,0.030362314,2846.962963,889.260274,Friuli-Venezia Giulia,Udine,Nord-est
Savogna,,,Savogna,0.026514986,1188,188.5726027,0.005250699,5000,190.4508197,0.010577104,3906.5,189.0876712,0.032702674,1469.666667,183.4712329,Friuli-Venezia Giulia,Udine,Nord-est
Lentella,,,Lentella,0.028105749,2397.666667,320.2191781,0.02403132,3186.5,332.8989071,0.030369088,1522.3,329.2821918,0.018229644,949.3333333,329.1342466,Abruzzo,Chieti,Sud
Ripa Teatina,,,Ripa Teatina,0.03860346,2545.444444,2098.257534,0.024645801,3409.86,2028.743169,0.052127823,10014.29245,2033.463014,0.042404225,13612.29114,1863.021918,Abruzzo,Chieti,Sud
Tarcento,,,Tarcento,0.032493382,5467.056604,4893.30411,0.029723183,2664.565517,4878.346995,0.039660847,6328.427835,4891.473973,0.042399725,3380.699454,4316.065753,Friuli-Venezia Giulia,Udine,Nord-est
